"Table_Number","Year","Measure","Indigenous_Status","Remoteness","Housing_Type","Year_Dollars","Description1","Description2","Description3","Description4","Description5","Description6","Uncertainty","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Total","Aust"
"18A.47","2021","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","All households","Very satisfied","","RSE","AIHW (unpublished) National Social Housing Survey","%","7.5","8.4","5.8","7.5","4.6","6.5","9.1","na","","3.6"
"18A.47","2021","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","All households","Satisfied","","","AIHW (unpublished) National Social Housing Survey","%","42.2","33.6","41.9","41.0","35.9","36.2","35.8","na","","39.6"
"18A.47","2021","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","All households","Satisfied","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","5.0","6.1","4.5","6.3","3.8","5.2","6.6","na","","2.7"
"18A.47","2021","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","All households","Satisfied","","RSE","AIHW (unpublished) National Social Housing Survey","%","6.1","9.3","5.5","7.8","5.4","7.4","9.4","na","","3.5"
"18A.47","2021","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","All households","Satisfied or very satisfied","","","AIHW (unpublished) National Social Housing Survey","%","74.5","71.8","81.5","84.0","79.6","78.5","73.1","na","","76.4"
"18A.47","2021","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","All households","Satisfied or very satisfied","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","4.4","5.8","3.5","4.9","3.2","4.5","6.1","na","","2.4"
"18A.47","2021","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","All households","Satisfied or very satisfied","","RSE","AIHW (unpublished) National Social Housing Survey","%","3.0","4.1","2.2","3.0","2.0","2.9","4.3","na","","1.6"
"18A.47","2021","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","Households with a member with disability","Satisfied or very satisfied","","","AIHW (unpublished) National Social Housing Survey","%","67.9","59.6","77.0","73.9","68.2","68.2","63.4","na","","68.2"
"18A.47","2021","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","Households with a member with disability","Satisfied or very satisfied","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","9.4","13.4","7.5","14.7","7.6","10.3","11.2","na","","5.3"
"18A.47","2021","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","Households with a member with disability","Satisfied or very satisfied","","RSE","AIHW (unpublished) National Social Housing Survey","%","7.0","11.4","5.0","10.2","5.7","7.7","9.0","na","","4.0"
"18A.47","2018","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","All households","Sample size","","","AIHW (unpublished) National Social Housing Survey","no.","375","439","563","476","805","432","170","na","","3260"
"18A.47","2018","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","All households","Very satisfied","","","AIHW (unpublished) National Social Housing Survey","%","35.5","37.3","40.4","46.3","39.0","38.1","24.1","na","","38.1"
"18A.47","2018","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","All households","Very satisfied","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","5.1","4.7","4.1","4.7","3.4","4.6","6.4","na","","2.3"
"18A.47","2018","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","All households","Very satisfied","","RSE","AIHW (unpublished) National Social Housing Survey","%","7.4","6.4","5.2","5.2","4.5","6.2","13.6","na","","3.1"
"18A.47","2018","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","All households","Satisfied","","","AIHW (unpublished) National Social Housing Survey","%","43.2","42.0","41.3","38.7","41.4","39.3","45.9","na","","41.8"
"18A.47","2018","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","All households","Satisfied","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","5.4","4.8","4.1","4.6","3.5","4.6","7.5","na","","2.4"
"18A.47","2018","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","All households","Satisfied","","RSE","AIHW (unpublished) National Social Housing Survey","%","6.3","5.8","5.1","6.1","4.3","6.0","8.3","na","","3.0"
"18A.47","2018","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","All households","Satisfied or very satisfied","","","AIHW (unpublished) National Social Housing Survey","%","78.7","79.3","81.7","85.1","80.4","77.4","70.0","na","","79.9"
"18A.47","2018","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","All households","Satisfied or very satisfied","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","4.4","3.9","3.2","3.4","2.8","4.0","6.9","na","","2.0"
"18A.47","2018","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","All households","Satisfied or very satisfied","","RSE","AIHW (unpublished) National Social Housing Survey","%","2.8","2.5","2.0","2.0","1.8","2.6","5.0","na","","1.3"
"18A.47","2018","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","Households with a member with disability","Satisfied or very satisfied","","","AIHW (unpublished) National Social Housing Survey","%","76.5","70.7","77.2","81.6","74.7","69.4","60.0","na","","75.2"
"18A.47","2018","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","Households with a member with disability","Satisfied or very satisfied","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","9.4","8.8","6.6","7.1","6.2","8.2","13.0","na","","4.0"
"18A.47","2018","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","Households with a member with disability","Satisfied or very satisfied","","RSE","AIHW (unpublished) National Social Housing Survey","%","6.2","6.3","4.4","4.4","4.2","6.0","11.0","na","","2.7"
"18A.47","2016","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","All households","Sample size","","","AIHW (unpublished) National Social Housing Survey","no.","589","408","379","384","572","554","209","na","","3095"
"18A.47","2016","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","All households","Very satisfied","","","AIHW (unpublished) National Social Housing Survey","%","38.3","41.8","38.0","45.3","41.1","39.2","36.4","na","","39.4"
"18A.47","2016","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","All households","Very satisfied","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","3.9","4.8","4.9","5.0","4.0","4.1","6.5","na","","2.1"
"18A.47","2016","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","All households","Very satisfied","","RSE","AIHW (unpublished) National Social Housing Survey","%","5.2","5.8","6.6","5.6","5.0","5.3","9.2","na","","2.7"
"18A.47","2016","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","All households","Satisfied","","","AIHW (unpublished) National Social Housing Survey","%","42.0","40.2","40.3","39.8","39.4","40.7","44.0","na","","40.9"
"18A.47","2016","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","All households","Satisfied","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","4.0","4.8","5.0","4.9","4.0","4.1","6.7","na","","2.1"
"18A.47","2016","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","All households","Satisfied","","RSE","AIHW (unpublished) National Social Housing Survey","%","4.9","6.0","6.3","6.3","5.2","5.1","7.8","na","","2.6"
"18A.47","2016","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","All households","Satisfied or very satisfied","","","AIHW (unpublished) National Social Housing Survey","%","80.3","82.1","78.3","85.1","80.5","79.9","80.4","na","","80.3"
"18A.47","2016","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","All households","Satisfied or very satisfied","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","3.2","3.7","4.2","3.6","3.3","3.4","5.4","na","","1.7"
"18A.47","2016","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","All households","Satisfied or very satisfied","","RSE","AIHW (unpublished) National Social Housing Survey","%","2.1","2.3","2.7","2.1","2.1","2.1","3.4","na","","1.1"
"18A.47","2016","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","Households with a member with disability","Satisfied or very satisfied","","","AIHW (unpublished) National Social Housing Survey","%","70.9","77.7","75.4","81.1","77.7","76.7","77.1","na","","74.8"
"18A.47","2016","Customer satisfaction","All people","All areas","Community housing","","Customer satisfaction","Community housing","","Households with a member with disability","Satisfied or very satisfied","","95%CI","AIHW (unpublished) National Social Housing Survey","% (±)","7.5","8.4","9.1","6.8","7.3","7.1","9.1","na","","3.8"
