Table_Number,Year,Measure,Age,Indigenous_Status,Remoteness,Service_Type,Client_Type,Year_Dollars,Description1,Description2,Description3,Description4,Description5,Description6,Data_Source,Unit,NSW,Vic,Qld,WA,SA,Tas,ACT,NT,Aust
19A.19,2017-18,Achievement of employment; education and/or training on exit,15+ years old,All people,All areas,Education and/or training assistance,,,Economic participation; before and after support,15+ years old,Clients with a need for employment and/or education and/or training assistance,All clients,Labour force status 'employed' and/or enrolled in formal education/training,After support,AIHW (unpublished) Specialist Homelessness Services Collection,%,40.5,37.3,31.6,32.5,31.7,40.8,48.9,25.5,37.0
19A.19,2017-18,Achievement of employment; education and/or training on exit,15+ years old,Aboriginal and Torres Strait Islander people,All areas,Education and/or training assistance,Aboriginal and Torres Strait Islander people,,Economic participation; before and after support,15+ years old,Clients with a need for employment and/or education and/or training assistance,Aboriginal and Torres Strait Islander clients,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,1451.0,360.0,649.0,454.0,245.0,47.0,46.0,357.0,3485.0
19A.19,2017-18,Achievement of employment; education and/or training on exit,15+ years old,Aboriginal and Torres Strait Islander people,All areas,Education and/or training assistance,Aboriginal and Torres Strait Islander people,,Economic participation; before and after support,15+ years old,Clients with a need for employment and/or education and/or training assistance,Aboriginal and Torres Strait Islander clients,Labour force status 'employed' and/or enrolled in formal education/training,Before support,AIHW (unpublished) Specialist Homelessness Services Collection,%,28.0,32.2,18.3,21.5,28.2,59.5,38.9,19.2,25.3
19A.19,2017-18,Achievement of employment; education and/or training on exit,15+ years old,Aboriginal and Torres Strait Islander people,All areas,Education and/or training assistance,Aboriginal and Torres Strait Islander people,,Economic participation; before and after support,15+ years old,Clients with a need for employment and/or education and/or training assistance,Aboriginal and Torres Strait Islander clients,Labour force status 'employed' and/or enrolled in formal education/training,After support,AIHW (unpublished) Specialist Homelessness Services Collection,%,30.5,29.7,23.3,21.0,31.5,47.6,33.3,20.3,27.6
19A.19,2016-17,Achievement of employment; education and/or training on exit,15+ years old,All people,All areas,,,,Economic participation; before and after support,15+ years old,All clients,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,42934.0,72762.0,22503.0,15109.0,12165.0,3980.0,2467.0,4577.0,174080.0
19A.19,2016-17,Achievement of employment; education and/or training on exit,15+ years old,All people,All areas,,,,Economic participation; before and after support,15+ years old,All clients,,Labour force status 'employed' and/or enrolled in formal education/training,Before support,AIHW (unpublished) Specialist Homelessness Services Collection,%,22.5,18.8,14.5,16.0,22.4,18.4,30.0,15.0,19.3
19A.19,2016-17,Achievement of employment; education and/or training on exit,15+ years old,All people,All areas,,,,Economic participation; before and after support,15+ years old,All clients,,Labour force status 'employed' and/or enrolled in formal education/training,After support,AIHW (unpublished) Specialist Homelessness Services Collection,%,24.1,19.2,16.2,16.9,23.3,18.7,32.1,16.1,20.4
19A.19,2016-17,Achievement of employment; education and/or training on exit,15+ years old,Aboriginal and Torres Strait Islander people,All areas,,Aboriginal and Torres Strait Islander people,,Economic participation; before and after support,15+ years old,Aboriginal and Torres Strait Islander clients,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,10848.0,5913.0,7466.0,5710.0,2807.0,555.0,372.0,3559.0,37587.0
19A.19,2016-17,Achievement of employment; education and/or training on exit,15+ years old,Aboriginal and Torres Strait Islander people,All areas,,Aboriginal and Torres Strait Islander people,,Economic participation; before and after support,15+ years old,Aboriginal and Torres Strait Islander clients,,Labour force status 'employed' and/or enrolled in formal education/training,Before support,AIHW (unpublished) Specialist Homelessness Services Collection,%,17.9,14.1,10.8,9.8,15.4,17.8,24.2,10.9,13.8
19A.19,2016-17,Achievement of employment; education and/or training on exit,15+ years old,Aboriginal and Torres Strait Islander people,All areas,,Aboriginal and Torres Strait Islander people,,Economic participation; before and after support,15+ years old,Aboriginal and Torres Strait Islander clients,,Labour force status 'employed' and/or enrolled in formal education/training,After support,AIHW (unpublished) Specialist Homelessness Services Collection,%,18.8,14.1,11.2,9.5,15.8,17.5,26.3,10.9,14.2
19A.19,2016-17,Achievement of employment; education and/or training on exit,15+ years old,All people,All areas,Education and/or training assistance,,,Economic participation; before and after support,15+ years old,Clients with a need for employment and/or education and/or training assistance,All clients,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,4990.0,3397.0,1934.0,1428.0,809.0,323.0,339.0,505.0,13376.0
19A.19,2016-17,Achievement of employment; education and/or training on exit,15+ years old,All people,All areas,Education and/or training assistance,,,Economic participation; before and after support,15+ years old,Clients with a need for employment and/or education and/or training assistance,All clients,Labour force status 'employed' and/or enrolled in formal education/training,Before support,AIHW (unpublished) Specialist Homelessness Services Collection,%,33.4,35.5,25.5,25.7,29.6,37.6,38.9,21.2,31.9
19A.19,2016-17,Achievement of employment; education and/or training on exit,15+ years old,All people,All areas,Education and/or training assistance,,,Economic participation; before and after support,15+ years old,Clients with a need for employment and/or education and/or training assistance,All clients,Labour force status 'employed' and/or enrolled in formal education/training,After support,AIHW (unpublished) Specialist Homelessness Services Collection,%,39.3,39.7,33.9,29.1,38.3,39.4,46.1,25.3,37.5
19A.19,2016-17,Achievement of employment; education and/or training on exit,15+ years old,Aboriginal and Torres Strait Islander people,All areas,Education and/or training assistance,Aboriginal and Torres Strait Islander people,,Economic participation; before and after support,15+ years old,Clients with a need for employment and/or education and/or training assistance,Aboriginal and Torres Strait Islander clients,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,1299.0,319.0,591.0,464.0,189.0,49.0,61.0,353.0,3228.0
19A.19,2016-17,Achievement of employment; education and/or training on exit,15+ years old,Aboriginal and Torres Strait Islander people,All areas,Education and/or training assistance,Aboriginal and Torres Strait Islander people,,Economic participation; before and after support,15+ years old,Clients with a need for employment and/or education and/or training assistance,Aboriginal and Torres Strait Islander clients,Labour force status 'employed' and/or enrolled in formal education/training,Before support,AIHW (unpublished) Specialist Homelessness Services Collection,%,28.9,30.7,19.4,19.3,26.9,35.6,39.1,18.9,25.2
19A.19,2016-17,Achievement of employment; education and/or training on exit,15+ years old,Aboriginal and Torres Strait Islander people,All areas,Education and/or training assistance,Aboriginal and Torres Strait Islander people,,Economic participation; before and after support,15+ years old,Clients with a need for employment and/or education and/or training assistance,Aboriginal and Torres Strait Islander clients,Labour force status 'employed' and/or enrolled in formal education/training,After support,AIHW (unpublished) Specialist Homelessness Services Collection,%,31.2,29.2,24.6,18.5,30.3,40.4,41.8,19.6,27.5
19A.20,2020-21,Achievement of employment; education and/or training on exit,15+ years old,All people,All areas,,,,Labour force status; before and after support,15+ years old,All clients,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,37700.0,67302.0,22301.0,14836.0,11545.0,3750.0,2036.0,4854.0,162777.0
19A.20,2020-21,Achievement of employment; education and/or training on exit,15+ years old,All people,All areas,,,,Labour force status; before and after support,15+ years old,All clients,,Employed,Before support,AIHW (unpublished) Specialist Homelessness Services Collection,%,13.6,15.4,9.0,10.0,10.3,9.1,19.8,9.0,12.9
19A.20,2020-21,Achievement of employment; education and/or training on exit,15+ years old,All people,All areas,,,,Labour force status; before and after support,15+ years old,All clients,,Employed,After support,AIHW (unpublished) Specialist Homelessness Services Collection,%,16.3,16.8,11.4,11.9,12.2,10.9,23.7,10.4,14.9
19A.20,2020-21,Achievement of employment; education and/or training on exit,15+ years old,Aboriginal and Torres Strait Islander people,All areas,,Aboriginal and Torres Strait Islander people,,Labour force status; before and after support,15+ years old,Aboriginal and Torres Strait Islander clients,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,10835.0,6512.0,8112.0,7391.0,3061.0,550.0,311.0,4195.0,41445.0
19A.20,2020-21,Achievement of employment; education and/or training on exit,15+ years old,Aboriginal and Torres Strait Islander people,All areas,,Aboriginal and Torres Strait Islander people,,Labour force status; before and after support,15+ years old,Aboriginal and Torres Strait Islander clients,,Employed,Before support,AIHW (unpublished) Specialist Homelessness Services Collection,%,8.3,9.8,5.7,5.8,5.0,6.9,13.7,6.2,7.1
19A.20,2020-21,Achievement of employment; education and/or training on exit,15+ years old,Aboriginal and Torres Strait Islander people,All areas,,Aboriginal and Torres Strait Islander people,,Labour force status; before and after support,15+ years old,Aboriginal and Torres Strait Islander clients,,Employed,After support,AIHW (unpublished) Specialist Homelessness Services Collection,%,11.0,10.5,7.4,6.4,6.5,7.9,16.7,7.2,8.6
19A.20,2020-21,Achievement of employment; education and/or training on exit,15+ years old,All people,All areas,,,,Labour force status; before and after support,15+ years old,All clients,with a need for employment and/or training assistance,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,3456.0,1940.0,1198.0,839.0,1194.0,156.0,164.0,280.0,9050.0
19A.20,2020-21,Achievement of employment; education and/or training on exit,15+ years old,All people,All areas,,,,Labour force status; before and after support,15+ years old,All clients,with a need for employment and/or training assistance,Employed,Before support,AIHW (unpublished) Specialist Homelessness Services Collection,%,15.6,16.5,11.8,11.1,7.2,24.5,20.9,14.5,14.0
19A.20,2020-21,Achievement of employment; education and/or training on exit,15+ years old,All people,All areas,,,,Labour force status; before and after support,15+ years old,All clients,with a need for employment and/or training assistance,Employed,After support,AIHW (unpublished) Specialist Homelessness Services Collection,%,24.2,24.6,20.9,21.5,13.7,29.3,32.0,21.2,22.6
19A.20,2020-21,Achievement of employment; education and/or training on exit,15+ years old,Aboriginal and Torres Strait Islander people,All areas,,Aboriginal and Torres Strait Islander people,,Labour force status; before and after support,15+ years old,Aboriginal and Torres Strait Islander clients,with a need for employment and/or training assistance,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,998.0,179.0,380.0,313.0,306.0,19.0,21.0,209.0,2363.0
