DATE,STATE,MONTH,CLIENT GROUP,MEASURE,VALUE
2022-03-31,Qld,Mar22,Number of nights in short-term/emergency accommodation,per 10k,165.63800466014487
2023-03-31,Qld,Mar23,Number of clients accommodated in short-term/emergency accommodation,per 10k,8.196066294198731
2023-03-31,Qld,Mar23,Number of clients financially assisted with payments for short term/emergency accommodation,per 10k,1.46351735449214
2023-03-31,Qld,Mar23,Number of clients who are at risk of homelessness,per 10k,12.549707453400444
2023-03-31,Qld,Mar23,Number of clients who are homeless,per 10k,16.705875274732474
2023-03-31,Qld,Mar23,Number of clients who have experienced family and domestic violence,per 10k,8.328945549587678
2023-03-31,Qld,Mar23,Number of clients with a current mental health issue,per 10k,7.094275801598722
2023-03-31,Qld,Mar23,Number of clients with problematic drug or alcohol issues,per 10k,1.755113498262327
2023-03-31,Qld,Mar23,Number of indigenous clients,per 10k,10.550981986925052
2023-03-31,Qld,Mar23,Number of nights in short-term/emergency accommodation,per 10k,194.49278234950089
2018-05-31,Qld,May18,Number of clients accommodated in short-term/emergency accommodation,per 10k,7.785870510263329
2018-05-31,Qld,May18,Number of clients financially assisted with payments for short term/emergency accommodation,per 10k,0.4131605680356121
2018-05-31,Qld,May18,Number of clients who are at risk of homelessness,per 10k,11.014940969182433
2018-05-31,Qld,May18,Number of clients who are homeless,per 10k,12.7859156370244
2018-05-31,Qld,May18,Number of clients who have experienced family and domestic violence,per 10k,6.636642328300195
2018-05-31,Qld,May18,Number of clients with a current mental health issue,per 10k,6.026929645373856
2018-05-31,Qld,May18,Number of clients with problematic drug or alcohol issues,per 10k,1.9374422753514622
2018-05-31,Qld,May18,Number of indigenous clients,per 10k,7.83601135589872
2018-05-31,Qld,May18,Number of nights in short-term/emergency accommodation,per 10k,162.0852976009611
2019-05-31,Qld,May19,Number of clients accommodated in short-term/emergency accommodation,per 10k,7.472921752651615
2019-05-31,Qld,May19,Number of clients financially assisted with payments for short term/emergency accommodation,per 10k,0.38064763744042274
2019-05-31,Qld,May19,Number of clients who are at risk of homelessness,per 10k,11.232063705819728
2019-05-31,Qld,May19,Number of clients who are homeless,per 10k,13.231943003045574
2019-05-31,Qld,May19,Number of clients who have experienced family and domestic violence,per 10k,6.790517179830961
2019-05-31,Qld,May19,Number of clients with a current mental health issue,per 10k,6.050916848016668
2019-05-31,Qld,May19,Number of clients with problematic drug or alcohol issues,per 10k,1.6626215459185305
2019-05-31,Qld,May19,Number of indigenous clients,per 10k,8.167159930781297
2019-05-31,Qld,May19,Number of nights in short-term/emergency accommodation,per 10k,159.1521300686783
2020-05-31,Qld,May20,Number of clients accommodated in short-term/emergency accommodation,per 10k,6.945650286508074
2020-05-31,Qld,May20,Number of clients financially assisted with payments for short term/emergency accommodation,per 10k,0.8730566002593948
2020-05-31,Qld,May20,Number of clients who are at risk of homelessness,per 10k,9.968366249183934
2020-05-31,Qld,May20,Number of clients who are homeless,per 10k,13.245238688824195
2020-05-31,Qld,May20,Number of clients who have experienced family and domestic violence,per 10k,6.8602847522604895
2020-05-31,Qld,May20,Number of clients with a current mental health issue,per 10k,6.336450792104852
2020-05-31,Qld,May20,Number of clients with problematic drug or alcohol issues,per 10k,1.868341124555105
2020-05-31,Qld,May20,Number of indigenous clients,per 10k,8.212552419773374
2020-05-31,Qld,May20,Number of nights in short-term/emergency accommodation,per 10k,152.44732315996046
2021-05-31,Qld,May21,Number of clients accommodated in short-term/emergency accommodation,per 10k,6.973683097069206
2021-05-31,Qld,May21,Number of clients financially assisted with payments for short term/emergency accommodation,per 10k,0.63659379622998
2021-05-31,Qld,May21,Number of clients who are at risk of homelessness,per 10k,12.120284301635449
2021-05-31,Qld,May21,Number of clients who are homeless,per 10k,13.441552996529698
2021-05-31,Qld,May21,Number of clients who have experienced family and domestic violence,per 10k,7.587197964130728
2021-05-31,Qld,May21,Number of clients with a current mental health issue,per 10k,6.471716387655234
2021-05-31,Qld,May21,Number of clients with problematic drug or alcohol issues,per 10k,1.6270645063763234
2021-05-31,Qld,May21,Number of indigenous clients,per 10k,9.664301589291993
2021-05-31,Qld,May21,Number of nights in short-term/emergency accommodation,per 10k,158.74649104114434
2022-05-31,Qld,May22,Number of clients accommodated in short-term/emergency accommodation,per 10k,6.913152669610234
2022-05-31,Qld,May22,Number of clients financially assisted with payments for short term/emergency accommodation,per 10k,0.5175420304571596
2022-05-31,Qld,May22,Number of clients who are at risk of homelessness,per 10k,11.104487580502342
2022-05-31,Qld,May22,Number of clients who are homeless,per 10k,14.07563215681297
2022-05-31,Qld,May22,Number of clients who have experienced family and domestic violence,per 10k,7.077481708478018
2022-05-31,Qld,May22,Number of clients with a current mental health issue,per 10k,6.344611971918245
2022-05-31,Qld,May22,Number of clients with problematic drug or alcohol issues,per 10k,1.6092912771879562
2022-05-31,Qld,May22,Number of indigenous clients,per 10k,9.081540446854099
2022-05-31,Qld,May22,Number of nights in short-term/emergency accommodation,per 10k,166.76375301836555
2023-05-31,Qld,May23,Number of clients accommodated in short-term/emergency accommodation,per 10k,7.719915629055009
2023-05-31,Qld,May23,Number of clients financially assisted with payments for short term/emergency accommodation,per 10k,1.2457430192713677
2023-05-31,Qld,May23,Number of clients who are at risk of homelessness,per 10k,12.798856057254719
2023-05-31,Qld,May23,Number of clients who are homeless,per 10k,17.004853599357602
2023-05-31,Qld,May23,Number of clients who have experienced family and domestic violence,per 10k,8.18868411334379
2023-05-31,Qld,May23,Number of clients with a current mental health issue,per 10k,7.1736342457893425
2023-05-31,Qld,May23,Number of clients with problematic drug or alcohol issues,per 10k,1.6739095088579712
2023-05-31,Qld,May23,Number of indigenous clients,per 10k,10.42363936717731
2023-05-31,Qld,May23,Number of nights in short-term/emergency accommodation,per 10k,184.59143227781067
2017-11-30,Qld,Nov17,Number of clients accommodated in short-term/emergency accommodation,per 10k,7.797572115914469
2017-11-30,Qld,Nov17,Number of clients financially assisted with payments for short term/emergency accommodation,per 10k,0.3053509827549494
2017-11-30,Qld,Nov17,Number of clients who are at risk of homelessness,per 10k,10.294979160300976
2017-11-30,Qld,Nov17,Number of clients who are homeless,per 10k,11.409206918565724
2017-11-30,Qld,Nov17,Number of clients who have experienced family and domestic violence,per 10k,6.394170910404966
2017-11-30,Qld,Nov17,Number of clients with a current mental health issue,per 10k,5.300165071527962
2017-11-30,Qld,Nov17,Number of clients with problematic drug or alcohol issues,per 10k,1.8381724723460198
2017-11-30,Qld,Nov17,Number of indigenous clients,per 10k,7.3648230410167255
2017-11-30,Qld,Nov17,Number of nights in short-term/emergency accommodation,per 10k,154.85743647941237
2018-11-30,Qld,Nov18,Number of clients accommodated in short-term/emergency accommodation,per 10k,7.8209176927974555
2018-11-30,Qld,Nov18,Number of clients financially assisted with payments for short term/emergency accommodation,per 10k,0.43957853766740534
2018-11-30,Qld,Nov18,Number of clients who are at risk of homelessness,per 10k,11.096871772155902
2018-11-30,Qld,Nov18,Number of clients who are homeless,per 10k,12.839273577570594
2018-11-30,Qld,Nov18,Number of clients who have experienced family and domestic violence,per 10k,6.836341330148743
2018-11-30,Qld,Nov18,Number of clients with a current mental health issue,per 10k,6.016855549519915
2018-11-30,Qld,Nov18,Number of clients with problematic drug or alcohol issues,per 10k,1.8856129127090508
2018-11-30,Qld,Nov18,Number of indigenous clients,per 10k,8.491225236661327
2018-11-30,Qld,Nov18,Number of nights in short-term/emergency accommodation,per 10k,155.81169569310498
2019-11-30,Qld,Nov19,Number of clients accommodated in short-term/emergency accommodation,per 10k,7.202761352029335
2019-11-30,Qld,Nov19,Number of clients financially assisted with payments for short term/emergency accommodation,per 10k,0.34829978828069047
2019-11-30,Qld,Nov19,Number of clients who are at risk of homelessness,per 10k,10.799250177085005
2019-11-30,Qld,Nov19,Number of clients who are homeless,per 10k,12.544662599255656
2019-11-30,Qld,Nov19,Number of clients who have experienced family and domestic violence,per 10k,7.03056819827259
2019-11-30,Qld,Nov19,Number of clients with a current mental health issue,per 10k,6.195040054475652
2019-11-30,Qld,Nov19,Number of clients with problematic drug or alcohol issues,per 10k,1.74932590293785
2019-11-30,Qld,Nov19,Number of indigenous clients,per 10k,7.903274409357915
2019-11-30,Qld,Nov19,Number of nights in short-term/emergency accommodation,per 10k,153.03666540130789
2020-11-30,Qld,Nov20,Number of clients accommodated in short-term/emergency accommodation,per 10k,6.8450635995523745
2020-11-30,Qld,Nov20,Number of clients financially assisted with payments for short term/emergency accommodation,per 10k,0.37308592903519017
2020-11-30,Qld,Nov20,Number of clients who are at risk of homelessness,per 10k,10.877484573476762
2020-11-30,Qld,Nov20,Number of clients who are homeless,per 10k,13.284178778911018
2020-11-30,Qld,Nov20,Number of clients who have experienced family and domestic violence,per 10k,7.223948791733189
2020-11-30,Qld,Nov20,Number of clients with a current mental health issue,per 10k,6.247739495553028
2020-11-30,Qld,Nov20,Number of clients with problematic drug or alcohol issues,per 10k,1.8518980311694928
2020-11-30,Qld,Nov20,Number of indigenous clients,per 10k,9.224694576973716
2020-11-30,Qld,Nov20,Number of nights in short-term/emergency accommodation,per 10k,154.8267943741735
2021-11-30,Qld,Nov21,Number of clients accommodated in short-term/emergency accommodation,per 10k,7.394098779505721
2021-11-30,Qld,Nov21,Number of clients financially assisted with payments for short term/emergency accommodation,per 10k,0.7411289915908601
2021-11-30,Qld,Nov21,Number of clients who are at risk of homelessness,per 10k,12.222897982448233
2021-11-30,Qld,Nov21,Number of clients who are homeless,per 10k,13.921000233799456
2021-11-30,Qld,Nov21,Number of clients who have experienced family and domestic violence,per 10k,7.674887340752774
2021-11-30,Qld,Nov21,Number of clients with a current mental health issue,per 10k,6.748476101264198
2021-11-30,Qld,Nov21,Number of clients with problematic drug or alcohol issues,per 10k,1.6446187158755943
2021-11-30,Qld,Nov21,Number of indigenous clients,per 10k,9.995690755141677
2021-11-30,Qld,Nov21,Number of nights in short-term/emergency accommodation,per 10k,162.23466436025288
2022-11-30,Qld,Nov22,Number of clients accommodated in short-term/emergency accommodation,per 10k,7.786437058356599
2022-11-30,Qld,Nov22,Number of clients financially assisted with payments for short term/emergency accommodation,per 10k,0.9700338053977615
2022-11-30,Qld,Nov22,Number of clients who are at risk of homelessness,per 10k,11.354441941794606
2022-11-30,Qld,Nov22,Number of clients who are homeless,per 10k,15.767254686580955
2022-11-30,Qld,Nov22,Number of clients who have experienced family and domestic violence,per 10k,7.683639641599609
2022-11-30,Qld,Nov22,Number of clients with a current mental health issue,per 10k,6.6799630452631975
2022-11-30,Qld,Nov22,Number of clients with problematic drug or alcohol issues,per 10k,1.6522348438759562
2022-11-30,Qld,Nov22,Number of indigenous clients,per 10k,9.77509981161906
2022-11-30,Qld,Nov22,Number of nights in short-term/emergency accommodation,per 10k,177.9890545048725
2017-10-31,Qld,Oct17,Number of clients accommodated in short-term/emergency accommodation,per 10k,7.718706630302264
2017-10-31,Qld,Oct17,Number of clients financially assisted with payments for short term/emergency accommodation,per 10k,0.32355071020391984
2017-10-31,Qld,Oct17,Number of clients who are at risk of homelessness,per 10k,10.026027632443967
2017-10-31,Qld,Oct17,Number of clients who are homeless,per 10k,11.36674088785146
2017-10-31,Qld,Oct17,Number of clients who have experienced family and domestic violence,per 10k,6.210151443976487
2017-10-31,Qld,Oct17,Number of clients with a current mental health issue,per 10k,5.261743424691247
2017-10-31,Qld,Oct17,Number of clients with problematic drug or alcohol issues,per 10k,1.8300837045909215
2017-10-31,Qld,Oct17,Number of indigenous clients,per 10k,7.3183126264249125
2017-10-31,Qld,Oct17,Number of nights in short-term/emergency accommodation,per 10k,157.17284624930917
2018-10-31,Qld,Oct18,Number of clients accommodated in short-term/emergency accommodation,per 10k,7.904457505385832
2018-10-31,Qld,Oct18,Number of clients financially assisted with payments for short term/emergency accommodation,per 10k,0.36797298402022616
2018-10-31,Qld,Oct18,Number of clients who are at risk of homelessness,per 10k,11.323622692038636
2018-10-31,Qld,Oct18,Number of clients who are homeless,per 10k,12.916846260688372
2018-10-31,Qld,Oct18,Number of clients who have experienced family and domestic violence,per 10k,6.679206920756322
