POA_CODE_2021,F_GrDi_GrCer_GrDi_Mng,F_GrDi_GrCer_GrDi_Pro,F_GrDi_GrCer_GrDi_TTW,F_GrDi_GrCer_GrDi_CPS,F_GrDi_GrCer_GrDi_CA,F_GrDi_GrCer_GrDi_Sal,F_GrDi_GrCer_GrDi_MOD,F_GrDi_GrCer_GrDi_Lab,F_GrDi_GrCer_GrDi_IDNS,F_GrDi_GrCer_GrDi_Tot,F_GrDi_GrCer_GradCer_Mng,F_GrDi_GrCer_GradCer_Pro,F_GrDi_GrCer_GradCer_TTW,F_GrDi_GrCer_GradCer_CPS,F_GrDi_GrCer_GradCer_CA,F_GrDi_GrCer_GradCer_Sal,F_GrDi_GrCer_GradCer_MOD,F_GrDi_GrCer_GradCer_Lab,F_GrDi_GrCer_GradCer_IDNS,F_GrDi_GrCer_GradCer_Tot,F_BaDe_BaDe_Mng,F_BaDe_BaDe_Pro,F_BaDe_BaDe_TTW,F_BaDe_BaDe_CPS,F_BaDe_BaDe_CA,F_BaDe_BaDe_Sal,F_BaDe_BaDe_MOD,F_BaDe_BaDe_Lab,F_BaDe_BaDe_IDNS,F_BaDe_BaDe_Tot,F_AdvDi_Di_AdvDi_Di_NFD_Mng,F_AdvDi_Di_AdvDi_Di_NFD_Pro,F_AdvDi_Di_AdvDi_Di_NFD_TTW,F_AdvDi_Di_AdvDi_Di_NFD_CPS,F_AdvDi_Di_AdvDi_Di_NFD_CA,F_AdvDi_Di_AdvDi_Di_NFD_Sal,F_AdvDi_Di_AdvDi_Di_NFD_MOD,F_AdvDi_Di_AdvDi_Di_NFD_Lab,F_AdvDi_Di_AdvDi_Di_NFD_IDNS,F_AdvDi_Di_AdvDi_Di_NFD_Tot,F_AdvDi_Di_AdvDi_AsDe_Mng,F_AdvDi_Di_AdvDi_AsDe_Pro,F_AdvDi_Di_AdvDi_AsDe_TTW,F_AdvDi_Di_AdvDi_AsDe_CPS,F_AdvDi_Di_AdvDi_AsDe_CA,F_AdvDi_Di_AdvDi_AsDe_Sal,F_AdvDi_Di_AdvDi_AsDe_MOD,F_AdvDi_Di_AdvDi_AsDe_Lab,F_AdvDi_Di_AdvDi_AsDe_IDNS,F_AdvDi_Di_AdvDi_AsDe_Tot,F_AdvDi_Di_Dip_Mng,F_AdvDi_Di_Dip_Pro,F_AdvDi_Di_Dip_TTW,F_AdvDi_Di_Dip_CPS,F_AdvDi_Di_Dip_CA,F_AdvDi_Di_Dip_Sal,F_AdvDi_Di_Dip_MOD,F_AdvDi_Di_Dip_Lab,F_AdvDi_Di_Dip_IDNS,F_AdvDi_Di_Dip_Tot,F_Cert_CertIII_IV_Mng,F_Cert_CertIII_IV_Pro,F_Cert_CertIII_IV_TTW,F_Cert_CertIII_IV_CPS,F_Cert_CertIII_IV_CA,F_Cert_CertIII_IV_Sal,F_Cert_CertIII_IV_MOD,F_Cert_CertIII_IV_Lab,F_Cert_CertIII_IV_IDNS,F_Cert_CertIII_IV_Tot,F_Cert_CertI_II_Mng,F_Cert_CertI_II_Pro,F_Cert_CertI_II_TTW,F_Cert_CertI_II_CPS,F_Cert_CertI_II_CA,F_Cert_CertI_II_Sal,F_Cert_CertI_II_MOD,F_Cert_CertI_II_Lab,F_Cert_CertI_II_IDNS,F_Cert_CertI_II_Tot,F_Cert_Cert_nfd_Mng,F_Cert_Cert_nfd_Pro,F_Cert_Cert_nfd_TTW,F_Cert_Cert_nfd_CPS,F_Cert_Cert_nfd_CA,F_Cert_Cert_nfd_Sal,F_Cert_Cert_nfd_MOD,F_Cert_Cert_nfd_Lab,F_Cert_Cert_nfd_IDNS,F_Cert_Cert_nfd_Tot,F_LE_ID_Mng,F_LE_ID_Pro,F_LE_ID_TTW,F_LE_ID_CPS,F_LE_ID_CA,F_LE_ID_Sal,F_LE_ID_MOD,F_LE_ID_Lab,F_LE_ID_IDNS,F_LE_ID_Tot,F_LE_NS_Mng,F_LE_NS_Pro,F_LE_NS_TTW,F_LE_NS_CPS,F_LE_NS_CA,F_LE_NS_Sal,F_LE_NS_MOD,F_LE_NS_Lab,F_LE_NS_IDNS,F_LE_NS_Tot,F_Tot_Mng,F_Tot_Pro,F_Tot_TTW,F_Tot_CPS,F_Tot_CA,F_Tot_Sal,F_Tot_MOD,F_Tot_Lab,F_Tot_IDNS,F_Tot_Tot,P_PoDe_PoDe_NFD_Mng,P_PoDe_PoDe_NFD_Pro,P_PoDe_PoDe_NFD_TTW,P_PoDe_PoDe_NFD_CPS,P_PoDe_PoDe_NFD_CA,P_PoDe_PoDe_NFD_Sal,P_PoDe_PoDe_NFD_MOD,P_PoDe_PoDe_NFD_Lab,P_PoDe_PoDe_NFD_IDNS,P_PoDe_PoDe_NFD_Tot,P_PoDe_DoctDe_Mng,P_PoDe_DoctDe_Pro,P_PoDe_DoctDe_TTW,P_PoDe_DoctDe_CPS,P_PoDe_DoctDe_CA,P_PoDe_DoctDe_Sal,P_PoDe_DoctDe_MOD,P_PoDe_DoctDe_Lab,P_PoDe_DoctDe_IDNS,P_PoDe_DoctDe_Tot,P_PoDe_MasDe_Mng,P_PoDe_MasDe_Pro,P_PoDe_MasDe_TTW,P_PoDe_MasDe_CPS,P_PoDe_MasDe_CA,P_PoDe_MasDe_Sal,P_PoDe_MasDe_MOD,P_PoDe_MasDe_Lab,P_PoDe_MasDe_IDNS,P_PoDe_MasDe_Tot,P_GrDiGrCer_GrDiGrCerNFD_Mng,P_GrDiGrCer_GrDiGrCerNFD_Pro,P_GrDiGrCer_GrDiGrCerNFD_TTW,P_GrDiGrCer_GrDiGrCerNFD_CPS,P_GrDiGrCer_GrDiGrCerNFD_CA,P_GrDiGrCer_GrDiGrCerNFD_Sal,P_GrDiGrCer_GrDiGrCerNFD_MOD,P_GrDiGrCer_GrDiGrCerNFD_Lab,P_GrDiGrCer_GrDiGrCerNFD_IDNS,P_GrDiGrCer_GrDiGrCerNFD_Tot,P_GrDi_GrCer_GrDi_Mng,P_GrDi_GrCer_GrDi_Pro,P_GrDi_GrCer_GrDi_TTW,P_GrDi_GrCer_GrDi_CPS,P_GrDi_GrCer_GrDi_CA,P_GrDi_GrCer_GrDi_Sal,P_GrDi_GrCer_GrDi_MOD,P_GrDi_GrCer_GrDi_Lab,P_GrDi_GrCer_GrDi_IDNS,P_GrDi_GrCer_GrDi_Tot,P_GrDi_GrCer_GradCer_Mng,P_GrDi_GrCer_GradCer_Pro,P_GrDi_GrCer_GradCer_TTW,P_GrDi_GrCer_GradCer_CPS,P_GrDi_GrCer_GradCer_CA,P_GrDi_GrCer_GradCer_Sal,P_GrDi_GrCer_GradCer_MOD,P_GrDi_GrCer_GradCer_Lab,P_GrDi_GrCer_GradCer_IDNS,P_GrDi_GrCer_GradCer_Tot,P_BaDe_BaDe_Mng,P_BaDe_BaDe_Pro,P_BaDe_BaDe_TTW,P_BaDe_BaDe_CPS,P_BaDe_BaDe_CA,P_BaDe_BaDe_Sal,P_BaDe_BaDe_MOD,P_BaDe_BaDe_Lab,P_BaDe_BaDe_IDNS,P_BaDe_BaDe_Tot,P_AdvDi_Di_AdvDi_Di_NFD_Mng,P_AdvDi_Di_AdvDi_Di_NFD_Pro,P_AdvDi_Di_AdvDi_Di_NFD_TTW,P_AdvDi_Di_AdvDi_Di_NFD_CPS,P_AdvDi_Di_AdvDi_Di_NFD_CA,P_AdvDi_Di_AdvDi_Di_NFD_Sal,P_AdvDi_Di_AdvDi_Di_NFD_MOD,P_AdvDi_Di_AdvDi_Di_NFD_Lab,P_AdvDi_Di_AdvDi_Di_NFD_IDNS,P_AdvDi_Di_AdvDi_Di_NFD_Tot
POA6252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,6,3,4,0,4,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
POA6253,0,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,9,15,0,0,3,3,0,3,0,32,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,8,0,3,0,5,0,0,0,0,0,19,9,0,4,7,7,0,0,4,0,25,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,27,7,19,9,9,0,5,4,103,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,10,0,5,0,0,0,0,0,0,0,5,17,17,6,0,3,3,0,5,0,46,0,0,0,0,0,0,0,0,0,0
POA6254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,8,3,0,3,4,0,0,0,6,0,20,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,12,8,7,3,0,3,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,6,3,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0
POA6255,3,12,0,4,0,3,0,0,0,24,0,10,0,0,0,0,0,0,0,5,25,112,7,18,14,10,0,3,0,190,0,0,0,0,0,0,0,0,0,0,7,14,3,13,10,3,0,0,0,54,11,18,3,30,14,10,0,5,0,87,10,11,27,66,34,22,3,17,0,196,3,0,0,9,7,3,0,9,0,21,0,0,0,3,7,0,0,0,0,19,0,0,0,0,0,0,0,0,0,4,3,0,0,4,3,5,0,0,0,19,75,184,47,148,79,55,11,37,7,654,0,3,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,7,7,19,0,0,3,0,0,4,0,35,0,0,0,0,0,0,0,0,0,0,12,15,0,4,0,3,0,0,0,33,0,11,0,0,0,0,0,0,0,11,55,156,8,20,18,10,4,6,0,277,0,0,0,0,0,0,0,0,0,0
POA6256,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,10,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,5,0,5,6,5,0,0,4,3,25,4,0,0,0,4,0,0,0,0,5,6,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,16,8,11,18,0,0,4,3,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,16,17,0,0,6,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0
POA6258,3,15,0,3,3,3,0,0,0,25,0,7,0,0,0,0,0,0,0,9,40,120,3,16,13,7,0,23,0,217,0,0,0,0,0,0,0,0,0,6,12,11,8,14,7,5,0,5,0,63,14,7,4,28,21,3,0,3,0,87,37,10,30,97,61,21,3,24,4,289,0,0,0,10,20,12,0,6,0,58,9,3,0,10,10,11,0,4,0,45,5,0,0,0,0,0,0,0,0,7,3,3,0,7,4,5,0,5,4,40,131,209,59,181,141,57,9,82,8,875,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,10,13,24,0,3,0,0,0,5,0,42,3,0,0,0,0,0,0,0,0,3,3,24,0,3,3,3,0,0,0,28,0,9,0,0,0,0,0,0,0,12,65,175,9,18,14,5,4,32,0,338,0,0,0,0,0,0,0,0,0,6
POA6260,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,12,26,0,8,5,0,0,5,0,58,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,4,0,0,0,17,3,0,0,4,0,0,0,8,0,22,6,0,0,17,6,5,0,3,0,51,0,0,0,0,0,0,0,4,0,7,3,0,0,0,6,6,0,4,0,11,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,8,0,12,43,46,3,33,27,13,3,33,3,207,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,23,31,0,8,4,0,0,17,3,94,0,3,0,0,0,0,0,0,0,0
POA6262,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,0,4,0,25,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,17,0,0,0,4,0,0,0,0,0,7,3,0,0,11,10,0,0,3,0,24,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,21,19,3,20,8,3,7,11,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,13,9,0,3,0,0,0,4,0,39,0,0,0,0,0,0,0,0,0,0
POA6271,0,15,0,0,0,0,0,0,0,23,0,9,0,0,0,0,0,0,0,11,22,76,3,10,14,4,0,8,0,125,0,0,0,0,0,0,0,0,0,0,3,9,4,7,9,0,0,0,0,29,8,3,4,20,13,4,4,6,0,55,3,14,26,56,29,13,9,25,0,181,0,0,5,9,8,5,0,5,0,21,0,0,0,5,4,0,0,0,0,18,0,0,0,0,0,0,0,0,0,4,0,3,0,6,4,4,4,0,0,24,43,144,44,114,79,29,13,44,3,515,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,6,18,0,6,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,3,22,0,0,0,0,0,0,0,31,0,9,0,0,0,0,0,0,0,11,32,117,5,10,19,7,6,11,0,199,0,0,0,0,0,0,0,0,0,0
POA6275,4,9,0,0,0,0,0,3,0,11,0,5,0,0,0,0,0,0,0,7,9,18,0,3,5,0,0,3,0,49,0,0,0,0,0,0,0,0,0,0,7,8,3,3,0,0,6,0,0,18,6,5,0,9,6,0,0,3,0,25,4,0,8,12,8,0,0,7,0,36,0,0,0,0,0,0,0,3,0,10,0,0,0,0,5,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,35,57,12,22,27,6,8,19,0,185,0,5,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,3,8,7,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,4,14,0,0,4,0,0,3,0,21,0,5,0,0,0,0,0,0,0,7,27,29,0,3,7,0,4,11,0,81,0,0,0,0,0,0,0,0,0,0
POA6280,26,127,5,37,11,0,0,4,0,218,0,36,0,0,0,0,0,0,0,44,144,750,44,124,125,46,0,50,9,1288,0,0,0,3,0,0,0,0,0,5,44,90,18,60,69,32,5,20,3,333,64,63,43,170,106,39,5,30,5,520,105,70,185,458,306,151,43,145,8,1461,10,3,7,41,44,46,3,36,3,192,23,10,7,61,36,20,7,31,0,198,3,13,0,6,13,6,0,5,0,54,9,11,3,42,25,28,3,15,10,151,467,1338,315,997,757,370,71,336,48,4692,0,13,0,0,0,0,0,0,0,13,3,45,0,0,0,0,0,4,0,51,66,179,5,20,19,10,5,0,4,293,5,15,0,0,0,0,0,0,0,24,44,168,5,46,22,0,0,10,0,295,13,45,0,4,0,4,0,0,0,69,298,1095,93,171,148,56,16,81,16,1979,0,0,4,3,0,0,0,0,0,8
POA6281,6,40,3,3,8,4,3,3,0,72,0,9,0,0,0,0,0,0,0,14,81,285,22,50,64,31,6,19,8,564,0,0,0,0,0,0,0,0,0,0,11,36,7,22,31,19,0,12,0,139,35,16,24,41,41,22,8,8,0,197,35,10,49,73,59,28,9,29,4,289,7,4,0,6,13,15,3,5,0,48,0,0,0,16,16,9,0,3,0,50,3,8,0,5,8,0,0,0,0,22,3,4,3,12,5,9,0,3,4,41,195,468,114,239,245,140,19,85,21,1516,4,0,0,0,0,0,0,0,0,4,0,17,0,0,0,0,0,0,0,20,28,77,3,10,8,5,0,3,0,132,0,3,0,0,0,0,0,0,0,5,11,60,3,3,9,4,3,6,0,96,7,12,0,4,0,0,0,0,0,18,153,435,60,65,80,37,19,49,8,905,0,0,0,0,0,0,0,0,0,0
POA6282,0,10,0,0,5,0,0,0,0,14,0,3,0,0,0,0,0,0,0,6,25,57,7,12,16,4,0,7,0,124,0,0,0,0,0,0,0,0,0,0,6,16,0,3,0,3,0,0,0,26,5,0,0,5,8,5,0,4,0,25,8,3,5,6,16,0,0,5,0,49,0,0,0,0,6,5,0,0,0,8,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,3,3,0,4,5,3,0,0,0,15,56,104,16,34,48,22,0,18,4,292,0,5,0,0,0,0,0,0,0,3,6,4,0,0,0,0,0,0,0,12,3,7,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,4,0,13,0,0,5,0,0,5,0,20,0,4,0,0,0,0,0,0,0,3,56,104,9,13,17,7,0,17,0,224,0,0,0,0,0,0,0,0,0,0
POA6284,7,17,0,0,0,0,0,0,0,26,0,3,0,0,0,0,0,0,0,4,23,122,11,22,27,8,0,9,0,227,0,0,0,0,0,0,0,0,0,0,12,12,5,5,7,4,0,4,0,41,11,5,0,13,15,4,0,4,0,47,15,0,9,23,21,16,3,9,3,98,0,0,0,5,3,5,0,0,0,18,3,0,0,5,5,0,3,3,0,22,0,0,0,0,5,0,0,4,0,6,0,0,0,3,5,0,0,0,0,14,77,169,28,87,88,43,6,32,3,537,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,11,4,19,0,0,0,3,0,0,0,35,0,4,0,0,0,0,0,0,0,0,9,20,0,6,4,0,0,0,0,38,0,3,0,4,0,0,0,0,0,5,60,172,22,29,31,12,0,18,3,351,0,0,0,0,0,0,0,0,0,5
POA6285,6,49,0,14,4,6,0,0,0,92,6,16,0,0,3,0,0,0,0,24,100,336,34,67,56,50,3,45,8,690,0,0,0,0,0,0,0,0,0,6,26,39,14,40,22,16,0,12,0,167,29,13,16,59,35,13,13,26,0,208,55,22,63,128,57,45,4,49,0,430,6,0,4,11,9,13,5,5,0,50,8,7,7,24,18,14,0,6,0,78,0,3,3,0,3,4,0,0,0,23,6,3,3,13,6,9,0,9,7,49,263,578,136,374,221,166,22,165,13,1944,0,6,0,0,0,0,0,0,0,10,4,27,3,6,0,0,0,0,0,40,25,110,6,14,14,3,0,14,0,185,0,4,0,0,0,0,0,5,0,4,22,69,0,17,4,11,0,4,0,135,3,17,3,3,4,0,0,0,0,36,204,543,90,91,68,66,20,83,8,1176,0,0,0,0,0,0,0,0,0,7
POA6286,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,25,0,9,5,9,0,3,0,61,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,3,3,3,0,6,0,0,0,0,14,0,0,5,8,4,5,0,9,0,30,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,18,42,11,26,16,15,0,11,0,140,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,0,13,0,3,0,0,0,0,0,0,0,3,0,4,0,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,14,42,8,8,3,12,0,9,0,100,0,0,0,0,0,0,0,0,0,0
POA6288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,3,3,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,3,0,3,10,4,3,0,5,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,21,13,4,13,10,4,0,4,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,13,0,4,4,0,0,3,0,46,0,0,0,0,0,0,0,0,0,0
POA6290,0,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,26,5,8,4,3,0,5,0,49,0,0,0,0,0,0,0,0,0,0,3,4,4,6,3,8,0,4,0,23,3,4,0,3,7,4,0,5,0,24,7,0,11,25,11,6,0,8,0,65,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,7,0,6,0,9,0,0,5,0,18,31,53,20,45,34,18,0,16,0,222,0,5,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,20,33,3,6,5,6,0,5,0,72,0,0,0,0,0,0,0,0,0,0
POA6302,0,12,0,3,0,0,0,0,0,24,0,5,0,0,0,0,0,0,0,4,20,67,8,8,9,6,0,3,0,114,0,0,0,0,0,0,0,0,0,0,6,10,0,15,8,0,0,4,0,44,5,8,4,16,13,0,0,4,0,52,10,5,10,35,23,12,0,4,0,112,0,0,0,9,6,5,0,0,0,19,0,0,4,4,6,5,0,0,0,16,0,4,0,0,0,0,0,0,0,9,10,0,0,5,0,5,0,0,3,19,53,132,27,89,67,27,0,22,7,432,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,11,23,0,0,3,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,3,16,0,3,0,0,0,0,0,25,0,5,0,0,0,0,0,0,0,4,41,87,10,13,10,5,0,6,0,180,0,0,0,0,0,0,0,0,0,0
POA6304,3,7,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,11,31,0,4,9,6,0,3,0,64,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,15,3,0,0,3,7,0,0,7,0,23,5,4,7,15,3,3,6,0,0,46,0,0,0,3,0,0,0,0,0,9,7,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,42,54,15,32,21,10,4,16,4,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,36,32,12,4,9,4,0,8,0,93,0,0,0,0,0,0,0,0,0,0
POA6306,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,8,11,0,4,5,4,0,7,0,36,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,6,0,8,3,0,7,11,8,6,3,3,0,43,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,24,19,6,22,23,5,4,16,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,10,21,0,12,9,7,0,3,0,52,0,0,0,0,0,0,0,0,0,0
POA6308,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,4,8,24,0,3,6,0,0,4,0,45,0,0,0,0,0,0,0,0,0,0,8,3,0,3,0,0,0,4,0,15,4,0,0,3,9,0,0,3,0,25,4,5,5,10,6,4,3,9,4,49,4,0,0,0,0,0,0,0,0,6,3,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,32,35,5,24,28,7,0,17,3,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,3,15,30,0,0,6,0,6,6,0,66,0,0,0,0,0,0,0,0,0,0
POA6309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,11,0,0,0,4,3,0,0,0,0,7,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,9,6,0,13,5,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
POA6311,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,14,0,0,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,4,4,6,0,7,8,0,0,4,0,27,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,18,5,15,16,5,0,7,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,8,15,0,0,3,0,0,3,0,31,0,0,0,0,0,0,0,0,0,0
POA6312,0,17,0,3,0,0,0,0,0,30,0,7,0,0,0,0,0,0,0,7,18,130,0,15,16,0,0,10,0,189,0,0,0,0,0,0,0,0,0,0,6,17,6,8,4,3,0,0,0,44,6,10,6,31,11,9,3,4,0,79,19,16,20,60,40,20,5,17,0,191,5,3,4,4,9,4,0,0,0,34,0,0,0,6,3,0,0,0,0,15,6,0,0,0,0,0,0,0,0,7,0,3,0,4,3,0,0,5,5,20,69,208,31,141,97,43,5,34,7,634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,23,0,3,3,0,0,3,0,36,0,5,0,0,0,0,0,0,0,5,0,23,0,3,0,0,0,0,0,34,6,4,0,0,0,0,0,0,0,4,49,183,8,28,19,6,5,20,0,314,0,0,0,0,0,0,0,0,0,0
