POA_CODE_2021,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
POA6572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,5,0,0,0,0,10,0,0,0,0,0,0,0,0,5,4,5,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,0,0,0,0,15
POA6574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9
POA6575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,0,0,0,0,15,0,0,0,0,0,0,0,0,6,4,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,7,3,0,0,0,0,15
POA6603,7,17,0,0,0,0,0,23,5,5,4,3,0,0,0,14,3,0,0,0,0,0,0,7,43,43,35,4,3,0,0,130,0,0,0,0,0,0,0,0,53,60,40,9,4,0,0,174,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,0,0,0,0,0,0,0,6,13,7,3,3,0,0,32,0,0,0,0,0,0,0,0,7,14,11,6,3,0,0,35,58,75,44,16,9,0,0,207
POA6605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9
POA6606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,0,0,0,0,12,0,0,0,0,0,0,0,0,9,7,9,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,8,0,0,0,0,17
POA6608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,4,3,0,0,5,0,23,0,0,0,0,0,0,0,0,5,6,3,0,0,5,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,12,4,0,0,5,0,25
POA6609,11,15,9,7,4,0,0,32,3,4,0,0,0,0,0,12,15,9,8,0,0,0,0,29,29,20,18,8,6,0,0,80,0,0,0,0,0,0,0,0,61,39,30,14,14,4,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,4,0,0,0,11,0,0,0,0,0,0,0,0,5,0,3,3,4,0,0,14,63,48,36,16,11,4,0,175
POA6612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,3,0,0,0,24,0,0,0,0,0,0,0,0,0,7,5,3,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,3,0,0,0,24
POA6613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,10
POA6614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,10,4,17,9,0,0,0,0,32,0,0,0,0,0,0,0,0,10,22,19,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,11,23,21,0,6,0,0,58
POA6623,4,0,0,0,0,0,0,3,0,4,4,5,0,0,0,7,4,0,0,0,0,0,0,9,19,17,16,4,3,0,0,65,0,0,0,0,0,0,0,0,24,29,18,12,3,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,14,27,28,20,10,7,3,0,92
POA6625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,15
POA6627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,5,3,0,0,0,9
POA6628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,10
POA6630,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,5,0,5,3,0,0,0,0,4,12,11,4,0,0,0,0,30,0,0,0,0,0,0,0,0,16,17,5,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,6,3,0,0,0,29,0,0,0,0,0,0,0,0,3,15,6,3,0,0,0,26,21,28,11,0,3,4,0,70
POA6631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,10,3,0,0,0,13,0,0,0,0,0,0,0,0,0,5,11,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,8,3,0,0,0,22
POA6635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,5,0,0,0,22,0,0,0,0,0,0,0,0,5,8,3,8,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,8,0,0,0,0,18,0,0,0,0,0,0,0,0,4,7,8,0,0,0,0,18,10,10,12,11,0,0,0,46
POA6638,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,6,6,3,3,0,0,0,0,20,0,0,0,0,0,0,0,0,13,9,5,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,3,0,0,0,0,23,0,0,0,0,0,0,0,0,5,13,4,0,0,0,0,19,19,17,9,0,4,0,0,49
POA6639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6642,7,0,0,0,0,0,0,9,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,25,20,13,11,7,0,0,78,0,0,0,0,0,0,0,3,37,22,15,11,7,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,21,15,4,10,0,0,65,0,0,0,0,0,0,0,5,22,19,15,4,10,0,0,71,56,42,31,17,14,0,0,158
POA6646,5,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,3,0,0,0,0,24,0,0,0,0,0,0,0,0,12,11,4,3,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,9,3,4,5,0,0,22,0,0,0,0,0,0,0,0,8,7,3,8,5,0,0,26,14,22,6,7,5,0,0,58
POA6701,28,18,13,14,9,0,0,83,13,13,11,8,7,0,0,37,34,24,11,0,4,0,0,79,141,119,68,34,32,0,0,393,3,4,0,0,0,0,0,8,213,183,99,62,49,0,4,606,5,0,8,0,0,0,0,19,0,0,0,0,3,0,0,13,0,6,8,5,0,0,0,16,54,43,37,21,24,0,0,175,0,0,3,0,0,0,0,7,57,55,55,33,25,0,0,229,270,238,156,88,68,0,0,834
POA6705,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,4,4,0,0,0,28,0,0,0,0,0,0,0,0,12,7,4,4,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,10,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,11,19,9,9,4,0,0,0,41
POA6707,13,11,6,3,4,0,0,36,14,12,4,0,6,0,0,27,23,10,4,9,4,0,0,44,99,132,59,33,39,3,0,372,0,0,0,0,0,0,0,0,143,170,74,41,49,9,0,479,0,5,0,0,0,0,0,9,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,3,4,17,11,3,9,0,0,51,0,0,0,3,0,0,0,3,10,28,14,7,10,0,0,66,153,196,85,43,62,6,0,545
POA6710,7,7,0,0,0,0,0,12,3,3,0,0,0,0,0,11,16,9,0,0,0,0,0,23,41,43,19,4,0,0,0,99,0,0,0,0,0,0,0,0,72,48,20,4,0,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,6,6,0,0,0,18,0,0,0,0,0,0,0,0,0,8,6,6,0,0,0,19,72,56,28,7,0,0,0,163
POA6712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6713,8,3,4,0,0,0,0,20,6,6,7,5,3,0,0,22,13,11,12,5,3,0,0,46,58,90,46,32,24,0,0,252,0,0,0,0,0,0,0,0,87,114,58,45,36,0,0,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,7,5,3,0,0,0,0,15,0,0,0,0,0,0,0,4,7,8,7,0,0,0,0,19,92,119,65,43,36,0,0,359
POA6714,238,205,125,62,86,10,0,722,108,89,40,18,14,0,0,272,143,145,72,31,30,3,0,420,708,780,396,251,250,12,5,2394,10,6,0,0,0,0,0,19,1199,1227,637,360,387,22,5,3831,8,11,7,7,14,0,0,48,4,11,9,3,7,0,0,30,8,7,10,6,8,0,0,42,53,90,61,54,41,0,0,293,0,3,3,0,0,0,0,11,77,122,83,75,63,0,0,425,1275,1354,719,429,454,23,5,4257
POA6716,9,5,4,0,0,0,0,11,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,18,10,5,3,4,0,0,34,0,0,0,0,0,0,0,0,28,13,3,3,4,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,31,16,3,3,4,0,0,49
POA6718,3,0,0,0,4,0,0,11,3,4,3,0,0,0,0,9,0,0,0,0,0,0,0,3,22,17,12,7,5,0,0,58,0,0,0,0,0,0,0,0,22,20,12,7,5,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,14,16,16,12,0,0,75,0,0,0,0,0,0,0,0,20,16,16,16,12,0,0,80,43,39,29,24,19,0,0,155
POA6720,8,8,6,6,11,0,0,42,14,11,4,0,3,0,0,32,25,31,15,9,0,0,0,74,117,121,52,36,39,4,0,365,0,0,0,0,0,0,0,0,164,171,80,48,54,4,0,513,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,4,0,0,7,7,13,4,3,4,0,0,25,0,0,3,0,0,0,0,3,11,17,8,6,10,0,0,45,171,185,85,50,60,4,0,560
POA6721,59,64,19,11,7,0,0,168,33,28,7,8,0,0,0,78,32,36,24,15,3,0,0,115,202,168,87,39,25,0,0,526,0,0,0,0,0,0,0,0,338,302,139,64,44,0,0,886,0,0,0,0,0,0,0,7,3,4,0,0,0,0,0,7,3,3,0,0,0,0,0,6,12,20,15,3,5,0,0,59,0,0,0,0,0,0,0,0,16,29,19,4,8,0,0,79,353,337,161,71,52,0,0,964
POA6722,130,134,75,59,52,3,0,457,58,25,19,5,8,0,0,126,89,75,22,15,11,0,0,210,482,424,227,126,94,4,0,1367,9,11,0,3,0,0,0,25,772,671,350,209,172,11,6,2183,5,4,3,10,15,0,0,37,10,12,9,5,7,0,0,39,0,15,0,3,4,0,0,25,81,127,72,46,32,6,0,365,11,7,10,0,0,0,0,31,119,158,93,62,56,12,0,500,890,832,442,273,224,17,6,2681
POA6725,81,65,22,10,18,5,0,205,45,37,16,12,4,0,0,114,47,33,22,13,9,0,0,126,415,461,255,160,110,9,0,1413,6,4,0,0,0,0,0,17,584,607,316,188,144,14,3,1868,0,6,0,4,6,0,0,12,5,5,5,3,3,0,0,24,0,14,9,3,0,0,0,26,129,161,107,83,62,3,0,548,0,11,7,0,0,0,0,22,146,194,127,99,67,4,0,633,736,800,445,293,214,17,5,2509
POA6726,31,34,17,8,8,0,0,111,9,17,3,3,4,0,0,43,26,31,7,3,13,0,0,77,170,205,136,70,62,11,0,652,6,5,0,0,0,0,0,7,241,289,167,87,87,12,0,885,4,3,3,0,3,0,0,18,0,0,6,3,0,0,0,11,0,0,0,3,3,0,0,15,52,95,69,41,46,0,0,307,7,8,9,3,0,0,0,23,67,115,85,53,54,0,0,379,311,407,245,148,137,15,4,1265
POA6728,11,15,9,4,0,0,0,38,5,6,6,0,0,0,0,20,6,3,3,0,0,0,0,15,185,188,108,61,36,0,0,576,5,0,3,0,0,0,0,5,213,212,126,72,41,0,0,658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,101,113,68,37,26,0,0,348,3,3,3,0,0,0,0,12,105,123,74,37,26,0,0,369,312,337,194,105,65,4,0,1024
POA6740,0,0,4,0,0,0,0,9,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,64,45,34,21,13,0,0,185,0,0,0,0,0,0,0,0,72,53,41,29,12,0,0,205,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,49,19,8,10,0,0,119,0,0,0,0,0,0,0,4,29,52,23,8,10,0,0,125,103,99,68,37,24,0,0,331
POA6743,41,20,22,3,10,0,0,98,14,11,8,5,5,3,0,49,36,40,12,4,5,0,0,94,223,213,117,46,39,6,0,645,4,5,5,6,0,0,0,16,313,286,159,67,62,7,0,903,0,0,5,0,0,0,0,9,0,3,0,0,0,0,0,0,5,6,0,0,0,0,0,11,100,125,79,43,25,0,0,372,4,3,0,4,0,0,0,15,105,140,85,44,28,4,0,409,420,427,250,115,95,10,0,1312
POA6751,45,51,11,8,13,0,0,125,25,16,6,0,4,0,0,56,34,33,7,3,0,0,0,84,158,211,85,39,27,0,0,518,0,0,0,0,0,0,0,0,255,313,113,50,54,0,0,781,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,12,15,15,6,6,0,0,57,0,0,0,0,0,0,0,0,15,14,15,8,14,0,0,66,271,323,131,56,66,0,0,852
POA6753,70,74,39,24,19,0,0,233,45,21,16,4,6,0,0,89,46,32,16,7,3,0,0,99,208,206,105,55,38,0,0,610,0,0,0,0,0,0,0,0,365,330,171,95,72,0,0,1031,0,9,4,0,3,0,0,21,0,3,5,0,0,0,0,7,0,3,6,0,0,0,0,5,25,46,16,15,11,0,0,118,0,0,0,0,0,0,0,4,34,57,25,20,18,4,0,155,396,391,197,107,87,5,0,1189
POA6754,10,4,3,4,3,0,0,18,3,9,0,0,3,0,0,16,10,5,4,0,0,0,0,25,41,40,27,8,10,0,0,128,0,0,0,0,0,0,0,0,67,59,33,11,14,0,0,187,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,5,0,0,0,22,0,0,0,0,0,0,0,0,3,6,3,5,0,0,0,28,73,67,38,19,21,0,0,220
POA6758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,5,0,0,0,13,0,0,0,0,0,0,0,0,5,0,3,5,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,13,7,4,3,8,0,0,0,25
POA6760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,19,8,8,3,0,0,49,0,0,0,0,0,0,0,0,14,19,8,8,3,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,6,0,4,0,0,0,23,0,0,0,0,0,0,0,4,7,6,5,7,5,0,0,26,20,25,14,12,6,0,0,75
POA6762,0,4,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,9,9,4,0,0,36,0,0,0,0,0,0,0,0,12,11,8,11,4,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,4,0,0,0,24,0,0,0,0,0,0,0,0,5,10,0,4,0,0,0,24,15,16,14,18,4,0,0,68
POA6765,3,3,3,0,0,0,0,8,3,0,0,0,0,0,0,5,7,5,0,0,0,0,0,6,91,71,32,29,9,0,0,228,0,0,0,0,0,0,0,0,104,82,31,29,9,0,0,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,43,27,13,3,0,0,123,0,0,0,0,0,0,0,0,31,47,27,13,3,0,0,120,133,124,58,38,14,0,0,372
POA6770,3,8,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,118,75,45,35,0,0,409,4,5,4,0,0,0,0,11,144,132,81,46,37,0,0,438,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,103,63,39,38,0,0,323,5,11,3,6,0,0,0,29,89,112,74,44,38,0,0,360,231,245,156,85,70,0,0,796
